Container,Workload,Impl,Benchmark,Mean (ns),Iterations,Samples
"Set<int>","90% find / 10% mutate","std","N=1000",5.88494e+06,1,100
"Set<int>","90% find / 10% mutate","spring","N=1000",9.54316e+06,1,100
"Set<int>","90% find / 10% mutate","unsynced","N=1000",1.01772e+07,1,100
"Set<int>","90% find / 10% mutate","std","N=10000",7.72143e+06,1,100
"Set<int>","90% find / 10% mutate","spring","N=10000",8.88586e+07,1,100
"Set<int>","90% find / 10% mutate","unsynced","N=10000",7.55209e+07,1,100
"Set<int>","50% find / 50% mutate","std","N=100",7.15759e+06,1,100
"Set<int>","50% find / 50% mutate","spring","N=100",5.51744e+06,1,100
"Set<int>","50% find / 50% mutate","unsynced","N=100",5.51667e+06,1,100
"Set<int>","50% find / 50% mutate","std","N=1000",7.75216e+06,1,100
"Set<int>","50% find / 50% mutate","spring","N=1000",6.70627e+06,1,100
"Set<int>","50% find / 50% mutate","unsynced","N=1000",6.73741e+06,1,100
"Set<int>","50% find / 50% mutate","std","N=10000",9.22056e+06,1,100
"Set<int>","50% find / 50% mutate","spring","N=10000",2.59424e+07,1,100
"Set<int>","50% find / 50% mutate","unsynced","N=10000",2.80281e+07,1,100
"Set<int>","iterate","std","N=100",618646,1,100
"Set<int>","iterate","spring","N=100",1.36468e+06,1,100
"Set<int>","iterate","unsynced","N=100",1.36849e+06,1,100
"Set<int>","iterate","std","N=1000",817796,1,100
"Set<int>","iterate","spring","N=1000",1.02248e+06,1,100
"Set<int>","iterate","unsynced","N=1000",1.02314e+06,1,100
"Set<int>","iterate","std","N=10000",816616,1,100
"Set<int>","iterate","spring","N=10000",844826,1,100
"Set<int>","iterate","unsynced","N=10000",840973,1,100
"Set<string>","90% find / 10% mutate","std","N=100",1.59359e+07,1,100
"Set<string>","90% find / 10% mutate","spring","N=100",1.19423e+07,1,100
"Set<string>","90% find / 10% mutate","unsynced","N=100",1.18767e+07,1,100
"Set<string>","90% find / 10% mutate","std","N=1000",1.86841e+07,1,100
"Set<string>","90% find / 10% mutate","spring","N=1000",1.96353e+07,1,100
"Set<string>","90% find / 10% mutate","unsynced","N=1000",1.95827e+07,1,100
"Set<string>","90% find / 10% mutate","std","N=10000",2.25572e+07,1,100
"Set<string>","90% find / 10% mutate","spring","N=10000",3.02286e+07,1,100
"Set<string>","90% find / 10% mutate","unsynced","N=10000",3.01729e+07,1,100
"Set<string>","50% find / 50% mutate","std","N=100",1.65367e+07,1,100
"Set<string>","50% find / 50% mutate","spring","N=100",1.24773e+07,1,100
"Set<string>","50% find / 50% mutate","unsynced","N=100",1.24807e+07,1,100
"Set<string>","50% find / 50% mutate","std","N=1000",1.96069e+07,1,100
"Set<string>","50% find / 50% mutate","spring","N=1000",1.9732e+07,1,100
"Set<string>","50% find / 50% mutate","unsynced","N=1000",1.98615e+07,1,100
"Set<string>","50% find / 50% mutate","std","N=10000",2.518e+07,1,100
"Set<string>","50% find / 50% mutate","spring","N=10000",3.45009e+07,1,100
"Set<string>","50% find / 50% mutate","unsynced","N=10000",3.45192e+07,1,100
"Set<string>","iterate","std","N=100",1.1898e+06,1,100
"Set<string>","iterate","spring","N=100",940125,1,100
"Set<string>","iterate","unsynced","N=100",948280,1,100
"Set<string>","iterate","std","N=1000",2.29647e+06,1,100
"Set<string>","iterate","spring","N=1000",876900,1,100
"Set<string>","iterate","unsynced","N=1000",886428,1,100
"Set<string>","iterate","std","N=10000",3.01112e+06,1,100
"Set<string>","iterate","spring","N=10000",866318,1,100
"Set<string>","iterate","unsynced","N=10000",864010,1,100
"Map<uintptr_t,int>","90% find / 10% mutate","std","N=100",6.49265e+06,1,100
"Map<uintptr_t,int>","90% find / 10% mutate","spring","N=100",1.05101e+07,1,100
"Map<uintptr_t,int>","90% find / 10% mutate","unsynced","N=100",1.04635e+07,1,100
"Map<uintptr_t,int>","90% find / 10% mutate","std","N=1000",7.6486e+06,1,100
"Map<uintptr_t,int>","90% find / 10% mutate","spring","N=1000",2.34885e+07,1,100
"Map<uintptr_t,int>","90% find / 10% mutate","unsynced","N=1000",2.37238e+07,1,100
"Map<uintptr_t,int>","90% find / 10% mutate","std","N=10000",9.85791e+06,1,100
"Map<uintptr_t,int>","90% find / 10% mutate","spring","N=10000",4.21344e+07,1,100
"Map<uintptr_t,int>","90% find / 10% mutate","unsynced","N=10000",4.20306e+07,1,100
"Map<uintptr_t,int>","50% find / 50% mutate","std","N=100",7.82588e+06,1,100
"Map<uintptr_t,int>","50% find / 50% mutate","spring","N=100",1.3607e+07,1,100
"Map<uintptr_t,int>","50% find / 50% mutate","unsynced","N=100",1.36553e+07,1,100
"Map<uintptr_t,int>","50% find / 50% mutate","std","N=1000",8.59824e+06,1,100
"Map<uintptr_t,int>","50% find / 50% mutate","spring","N=1000",2.18064e+07,1,100
"Map<uintptr_t,int>","50% find / 50% mutate","unsynced","N=1000",2.18472e+07,1,100
"Map<uintptr_t,int>","50% find / 50% mutate","std","N=10000",1.00382e+07,1,100
"Map<uintptr_t,int>","50% find / 50% mutate","spring","N=10000",3.21352e+07,1,100
"Map<uintptr_t,int>","50% find / 50% mutate","unsynced","N=10000",3.22678e+07,1,100
"Map<uintptr_t,int>","iterate","std","N=100",1.18887e+06,1,100
"Map<uintptr_t,int>","iterate","spring","N=100",1.52991e+06,1,100
"Map<uintptr_t,int>","iterate","unsynced","N=100",1.52996e+06,1,100
"Map<uintptr_t,int>","iterate","std","N=1000",1.47081e+06,1,100
"Map<uintptr_t,int>","iterate","spring","N=1000",1.40734e+06,1,100
"Map<uintptr_t,int>","iterate","unsynced","N=1000",1.40741e+06,1,100
"Map<uintptr_t,int>","iterate","std","N=10000",1.23975e+06,1,100
"Map<uintptr_t,int>","iterate","spring","N=10000",1.14938e+06,1,100
"Map<uintptr_t,int>","iterate","unsynced","N=10000",1.14933e+06,1,100
